task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
80	43/1fa088	7662627	preprocess:FastQC (4958_CTRL)	COMPLETED	0	2023-03-14 12:27:32.961	15m 4s	14m 26s	98.2%	402.8 MB	3.5 GB	4.6 GB	2.6 MB
83	b0/7da06c	7662628	preprocess:FastQC (4969_CTRL)	COMPLETED	0	2023-03-14 12:27:33.082	15m 4s	14m 14s	98.5%	368.8 MB	3.5 GB	4.5 GB	2.6 MB
97	43/b85c5e	7662641	preprocess:FastQC (5184_TREAT)	COMPLETED	0	2023-03-14 12:27:34.594	15m 2s	13m 57s	99.0%	377.9 MB	3.5 GB	4.5 GB	2.6 MB
56	0d/85e96c	7662601	preprocess:FastQC (1492_TREAT)	COMPLETED	0	2023-03-14 12:27:29.936	16m 2s	15m 25s	98.3%	391.9 MB	3.5 GB	5.3 GB	2.6 MB
77	9d/5b80df	7662623	preprocess:FastQC (464_TREAT)	COMPLETED	0	2023-03-14 12:27:32.497	15m 59s	15m 22s	97.8%	428.8 MB	3.5 GB	4.8 GB	2.6 MB
66	31/88f413	7662613	preprocess:FastQC (1648_TREAT)	COMPLETED	0	2023-03-14 12:27:31.325	16m 5s	15m 53s	98.1%	418.5 MB	3.5 GB	5.5 GB	2.6 MB
93	2c/10386d	7662637	preprocess:FastQC (5184_CTRL)	COMPLETED	0	2023-03-14 12:27:34.150	16m 7s	15m 49s	98.4%	378.1 MB	3.5 GB	5.2 GB	2.6 MB
79	6b/c734f1	7662595	preprocess:FastQC (468_v2)	COMPLETED	0	2023-03-14 12:27:29.220	17m 7s	16m 9s	101.7%	365.3 MB	3.5 GB	5.9 GB	2.6 MB
60	74/285cdc	7662605	preprocess:FastQC (1605_CTRL)	COMPLETED	0	2023-03-14 12:27:30.380	17m 6s	16m 55s	98.2%	387.9 MB	3.5 GB	5.9 GB	2.6 MB
64	32/005892	7662610	preprocess:FastQC (1605_v2)	COMPLETED	0	2023-03-14 12:27:31.000	17m 6s	16m 24s	97.9%	378.1 MB	3.5 GB	5.7 GB	2.6 MB
67	58/73b6c6	7662615	preprocess:FastQC (218_CTRL)	COMPLETED	0	2023-03-14 12:27:31.540	17m 5s	16m 4s	98.4%	368.8 MB	3.5 GB	5.5 GB	2.6 MB
78	53/15d65a	7662624	preprocess:FastQC (468_CTRL)	COMPLETED	0	2023-03-14 12:27:32.635	17m 4s	15m 59s	98.2%	434.8 MB	3.5 GB	5.1 GB	2.6 MB
85	6c/6430da	7662631	preprocess:FastQC (5048_CTRL)	COMPLETED	0	2023-03-14 12:27:33.440	17m 4s	15m 59s	99.5%	372.4 MB	3.5 GB	4.7 GB	2.6 MB
133	6f/45f506	7662644	preprocess:FastQC (859_TREAT)	COMPLETED	0	2023-03-14 12:27:56.673	17m	16m 43s	98.5%	347.6 MB	3.5 GB	5.4 GB	2.6 MB
27	ff/eb783b	7662558	preprocess:FastQC (1159_CTRL)	COMPLETED	0	2023-03-14 12:27:24.843	18m 2s	16m 56s	101.1%	359.6 MB	3.5 GB	5.4 GB	2.6 MB
47	52/e96ec0	7662591	preprocess:FastQC (1426_CTRL)	COMPLETED	0	2023-03-14 12:27:28.773	18m 8s	17m 5s	98.6%	353 MB	3.5 GB	5.6 GB	2.6 MB
51	a9/b1fa62	7662593	preprocess:FastQC (1492_CTRL)	COMPLETED	0	2023-03-14 12:27:29.000	18m 8s	17m 26s	98.5%	365.8 MB	3.5 GB	5.6 GB	2.6 MB
70	02/655d97	7662617	preprocess:FastQC (218_v2)	COMPLETED	0	2023-03-14 12:27:31.770	18m 10s	17m 57s	97.9%	363.2 MB	3.5 GB	6.3 GB	2.6 MB
36	08/ce94e5	7662575	preprocess:FastQC (1224_CTRL)	COMPLETED	0	2023-03-14 12:27:26.841	19m 5s	18m 22s	99.7%	445.2 MB	3.5 GB	5.1 GB	2.6 MB
76	fc/ec5b36	7662625	preprocess:FastQC (464_CTRL)	COMPLETED	0	2023-03-14 12:27:32.743	19m 14s	18m 42s	98.2%	406.3 MB	3.5 GB	5.9 GB	2.6 MB
20	dd/6e4e83	7662550	preprocess:FastQC (1069_CTRL)	COMPLETED	0	2023-03-14 12:27:23.921	19m 48s	19m 10s	98.3%	373.1 MB	3.5 GB	6.1 GB	2.6 MB
25	de/001875	7662568	preprocess:FastQC (1154_TREAT)	COMPLETED	0	2023-03-14 12:27:26.047	20m 11s	19m 26s	99.0%	360.2 MB	3.5 GB	6 GB	2.6 MB
75	e1/483986	7662585	preprocess:FastQC (367_TREAT)	COMPLETED	0	2023-03-14 12:27:28.009	20m 9s	19m 18s	99.6%	422.3 MB	3.5 GB	5.3 GB	2.6 MB
42	6e/743e20	7662587	preprocess:FastQC (1280_CTRL)	COMPLETED	0	2023-03-14 12:27:28.299	20m 8s	19m 46s	99.5%	367.2 MB	3.5 GB	5.6 GB	2.6 MB
90	9a/c9a640	7662634	preprocess:FastQC (512_TREAT)	COMPLETED	0	2023-03-14 12:27:33.793	20m 18s	19m 36s	99.9%	364.4 MB	3.5 GB	6.1 GB	2.6 MB
32	90/9406d5	7662554	preprocess:FastQC (1165_TREAT)	COMPLETED	0	2023-03-14 12:27:24.398	21m 2s	19m 49s	100.9%	361.4 MB	3.5 GB	6.3 GB	2.6 MB
22	95/391d42	7662555	preprocess:FastQC (1069_TREAT)	COMPLETED	0	2023-03-14 12:27:24.513	21m 2s	20m 40s	98.7%	365.3 MB	3.5 GB	6.4 GB	2.6 MB
48	97/c8f32f	7662589	preprocess:FastQC (1436_CTRL)	COMPLETED	0	2023-03-14 12:27:28.547	21m 8s	19m 57s	99.0%	366.8 MB	3.5 GB	6.4 GB	2.6 MB
37	0c/20dcf3	7662578	preprocess:FastQC (1224_TREAT)	COMPLETED	0	2023-03-14 12:27:27.181	21m 14s	20m 51s	99.8%	420.1 MB	3.5 GB	5.8 GB	2.6 MB
30	10/f68070	7662552	preprocess:FastQC (1159_TREAT)	COMPLETED	0	2023-03-14 12:27:24.178	21m 57s	21m 3s	98.8%	365.7 MB	3.5 GB	6.5 GB	2.6 MB
31	39/9cff47	7662556	preprocess:FastQC (1165_CTRL)	COMPLETED	0	2023-03-14 12:27:24.621	22m 7s	21m 30s	98.8%	378.3 MB	3.5 GB	6.5 GB	2.6 MB
21	6d/2132a7	7662563	preprocess:FastQC (1066_CTRL)	COMPLETED	0	2023-03-14 12:27:25.411	22m 11s	21m 27s	98.7%	361.8 MB	3.5 GB	6.5 GB	2.6 MB
18	21/886d68	7662572	preprocess:FastQC (1051_TREAT)	COMPLETED	0	2023-03-14 12:27:26.496	22m 10s	21m 20s	99.2%	384.7 MB	3.5 GB	6.5 GB	2.6 MB
46	fe/5f5724	7662586	preprocess:FastQC (1365_TREAT)	COMPLETED	0	2023-03-14 12:27:28.192	23m 23s	23m 2s	100.0%	462.7 MB	3.5 GB	6.5 GB	2.6 MB
9	2e/85e644	7662549	preprocess:FastQC (1019_CTRL)	COMPLETED	0	2023-03-14 12:27:23.808	23m 48s	23m 30s	98.4%	384.1 MB	3.5 GB	7.5 GB	2.6 MB
24	1f/4b288c	7662553	preprocess:FastQC (1154_CTRL)	COMPLETED	0	2023-03-14 12:27:24.290	24m 2s	23m 4s	99.3%	415 MB	3.5 GB	7 GB	2.6 MB
43	06/a86d00	7662581	preprocess:FastQC (1280_v2)	COMPLETED	0	2023-03-14 12:27:27.543	24m 19s	23m 16s	100.0%	386.4 MB	3.5 GB	6.6 GB	2.6 MB
5	fe/6f4651	7662544	preprocess:FastQC (1015_CTRL)	COMPLETED	0	2023-03-14 12:27:23.182	24m 58s	24m 28s	99.0%	380 MB	3.5 GB	7.9 GB	2.6 MB
45	3e/a600ac	7662584	preprocess:FastQC (1365_CTRL)	COMPLETED	0	2023-03-14 12:27:27.901	25m 9s	24m 14s	99.9%	390.6 MB	3.5 GB	6.9 GB	2.6 MB
49	4a/c38e5d	7662588	preprocess:FastQC (1436_TREAT)	COMPLETED	0	2023-03-14 12:27:28.434	25m 43s	24m 50s	100.0%	369.1 MB	3.5 GB	8 GB	2.6 MB
105	9c/62649c	7663043	preprocess:FastQC (5407_TREAT)	COMPLETED	0	2023-03-14 12:41:21.981	11m 50s	11m 17s	99.9%	368.2 MB	3.5 GB	4 GB	2.6 MB
10	d1/a79e01	7662573	preprocess:FastQC (1015_TREAT)	COMPLETED	0	2023-03-14 12:27:26.604	26m 15s	25m 21s	100.0%	390 MB	3.5 GB	7.2 GB	2.6 MB
16	a5/c9caf6	7662574	preprocess:FastQC (1019_TREAT)	COMPLETED	0	2023-03-14 12:27:26.723	26m 20s	25m 56s	99.9%	392.9 MB	3.5 GB	7.5 GB	2.6 MB
17	83/73c8eb	7662583	preprocess:FastQC (1051_CTRL)	COMPLETED	0	2023-03-14 12:27:27.796	26m 24s	25m 57s	100.0%	468.3 MB	3.5 GB	7.5 GB	2.6 MB
35	3e/06ad8b	7662547	preprocess:TrimGalore (1224_CTRL)	COMPLETED	0	2023-03-14 12:27:23.539	27m 3s	26m 57s	387.9%	4.1 GB	5.7 GB	179.1 GB	173.9 GB
103	37/f431bf	7663041	preprocess:FastQC (531_TREAT)	COMPLETED	0	2023-03-14 12:40:26.623	14m 30s	14m 17s	99.5%	360.6 MB	3.5 GB	4.8 GB	2.6 MB
50	a9/385f39	7662590	preprocess:TrimGalore (1426_CTRL)	COMPLETED	0	2023-03-14 12:27:28.656	29m 8s	28m 33s	414.1%	4.2 GB	5.8 GB	196.1 GB	190.4 GB
82	0a/f03908	7662594	preprocess:TrimGalore (468_v2)	COMPLETED	0	2023-03-14 12:27:29.110	29m 8s	28m 42s	389.0%	4.1 GB	5.8 GB	207.4 GB	201.4 GB
116	58/2410c4	7663050	preprocess:FastQC (59_CTRL)	COMPLETED	0	2023-03-14 12:42:36.942	14m	13m 20s	99.7%	367.9 MB	3.5 GB	4.9 GB	2.6 MB
114	13/6e89cf	7663054	preprocess:FastQC (570_TREAT)	COMPLETED	0	2023-03-14 12:43:41.612	12m 56s	12m 16s	100.2%	367.8 MB	3.5 GB	4.1 GB	2.6 MB
28	a1/ad7be2	7662551	preprocess:TrimGalore (1159_CTRL)	COMPLETED	0	2023-03-14 12:27:24.079	30m 13s	29m 24s	405.9%	4.1 GB	5.7 GB	188.9 GB	183.4 GB
39	98/c70ed6	7662579	preprocess:TrimGalore (1280_CTRL)	COMPLETED	0	2023-03-14 12:27:27.294	30m 10s	29m 15s	418.4%	4.1 GB	5.8 GB	194.9 GB	189.2 GB
115	53/bec2cb	7663048	preprocess:FastQC (5762_v2)	COMPLETED	0	2023-03-14 12:42:36.707	15m 1s	14m 30s	99.9%	493.7 MB	3.5 GB	5.3 GB	2.6 MB
107	33/c31e42	7663049	preprocess:FastQC (5542_CTRL)	COMPLETED	0	2023-03-14 12:42:36.825	15m 1s	14m	99.1%	359 MB	3.5 GB	5.2 GB	2.6 MB
120	e4/65fde5	7663053	preprocess:FastQC (634_v2)	COMPLETED	0	2023-03-14 12:43:36.617	14m 2s	13m 7s	99.8%	357.9 MB	3.5 GB	5.1 GB	2.6 MB
121	c9/648dbd	7663056	preprocess:FastQC (783_CTRL)	COMPLETED	0	2023-03-14 12:44:36.831	13m 1s	12m 45s	100.3%	369.6 MB	3.5 GB	4.3 GB	2.6 MB
104	2b/cde379	7663042	preprocess:FastQC (5407_CTRL)	COMPLETED	0	2023-03-14 12:40:51.631	17m	16m 35s	99.8%	429.7 MB	3.5 GB	5.4 GB	2.6 MB
117	d2/d40f1c	7663051	preprocess:FastQC (59_TREAT)	COMPLETED	0	2023-03-14 12:43:31.816	14m 35s	13m 59s	100.0%	367.1 MB	3.5 GB	4.4 GB	2.6 MB
119	19/4c64f7	7663052	preprocess:FastQC (634_CTRL)	COMPLETED	0	2023-03-14 12:43:31.939	14m 35s	14m 6s	100.1%	371.8 MB	3.5 GB	4.5 GB	2.6 MB
123	d5/3cd287	7663058	preprocess:FastQC (783_TREAT)	COMPLETED	0	2023-03-14 12:44:37.091	14m 25s	13m 41s	100.1%	368.3 MB	3.5 GB	4.7 GB	2.6 MB
38	1f/371b75	7662564	preprocess:TrimGalore (1224_TREAT)	COMPLETED	0	2023-03-14 12:27:25.538	31m 56s	30m 37s	410.9%	4.1 GB	5.8 GB	203 GB	197.1 GB
44	81/845d0b	7662596	preprocess:TrimGalore (1365_TREAT)	COMPLETED	0	2023-03-14 12:27:29.352	32m 11s	31m 43s	385.6%	4.2 GB	5.8 GB	228.8 GB	222.2 GB
109	97/ab2b14	7663044	preprocess:FastQC (5542_v2)	COMPLETED	0	2023-03-14 12:41:22.106	18m 19s	17m 57s	100.0%	418.9 MB	3.5 GB	5.9 GB	2.6 MB
150	19/cd6a21	7663083	preprocess:FastQC (B54_1)	COMPLETED	0	2023-03-14 12:51:26.642	9m 12s	8m 12s	101.4%	373.6 MB	3.5 GB	2.7 GB	2.6 MB
129	d1/e84d65	7663063	preprocess:FastQC (859_CTRL)	COMPLETED	0	2023-03-14 12:45:36.705	15m 32s	15m 13s	100.5%	416.2 MB	3.5 GB	4.9 GB	2.6 MB
19	fd/c51175	7662546	preprocess:TrimGalore (1069_TREAT)	COMPLETED	0	2023-03-14 12:27:23.428	34m 5s	33m 45s	387.7%	4.2 GB	5.8 GB	222.7 GB	216.3 GB
34	b4/a99fd8	7662557	preprocess:TrimGalore (1165_TREAT)	COMPLETED	0	2023-03-14 12:27:24.732	34m 13s	33m 41s	411.1%	4.2 GB	5.8 GB	221.7 GB	215.3 GB
128	e4/49a719	7663062	preprocess:FastQC (7_TREAT)	COMPLETED	0	2023-03-14 12:45:26.635	16m 27s	16m 17s	99.9%	359 MB	3.5 GB	5.1 GB	2.6 MB
40	61/f9108f	7662580	preprocess:TrimGalore (1280_v2)	COMPLETED	0	2023-03-14 12:27:27.435	34m 31s	33m 40s	412.9%	4.2 GB	5.8 GB	231.9 GB	225.2 GB
52	1f/7d4588	7662561	preprocess:TrimGalore (1436_CTRL)	COMPLETED	0	2023-03-14 12:27:25.190	34m 58s	33m 38s	412.1%	4.2 GB	5.8 GB	227 GB	220.5 GB
139	ff/a55a04	7663073	preprocess:FastQC (944_v2)	COMPLETED	0	2023-03-14 12:48:26.628	13m 57s	13m 20s	100.1%	362.6 MB	3.5 GB	5 GB	2.6 MB
148	41/a1e5e6	7663082	preprocess:FastQC (B42_1)	COMPLETED	0	2023-03-14 12:51:11.841	11m 13s	11m 5s	100.1%	350.9 MB	3.5 GB	4 GB	2.6 MB
13	e2/6f0cde	7662565	preprocess:TrimGalore (1051_TREAT)	COMPLETED	0	2023-03-14 12:27:25.651	35m 15s	34m 40s	404.2%	4.2 GB	5.8 GB	230 GB	223.3 GB
136	c1/ba2af7	7663071	preprocess:FastQC (898_CTRL)	COMPLETED	0	2023-03-14 12:47:36.972	15m 4s	14m 29s	100.6%	418.1 MB	3.5 GB	5 GB	2.6 MB
26	a8/739358	7662560	preprocess:TrimGalore (1154_TREAT)	COMPLETED	0	2023-03-14 12:27:25.064	35m 20s	34m 34s	403.5%	4.2 GB	5.9 GB	210.4 GB	204.2 GB
15	6d/1381e9	7662570	preprocess:TrimGalore (1069_CTRL)	COMPLETED	0	2023-03-14 12:27:26.266	35m 23s	34m 26s	401.1%	4.2 GB	5.8 GB	215.3 GB	209.1 GB
14	09/446c33	7662577	preprocess:TrimGalore (1066_CTRL)	COMPLETED	0	2023-03-14 12:27:27.073	35m 26s	34m 34s	415.9%	4.2 GB	5.8 GB	228.6 GB	222 GB
138	c7/e1052c	7663074	preprocess:FastQC (944_CTRL)	COMPLETED	0	2023-03-14 12:48:26.746	15m 2s	14m	100.1%	371.5 MB	3.5 GB	5.1 GB	2.6 MB
41	71/d60c71	7662582	preprocess:TrimGalore (1365_CTRL)	COMPLETED	0	2023-03-14 12:27:27.662	36m 23s	35m 8s	412.5%	4.2 GB	5.8 GB	243.1 GB	236.1 GB
145	53/c4bc19	7663079	preprocess:FastQC (B31_1)	COMPLETED	0	2023-03-14 12:49:36.661	14m 55s	14m 36s	100.5%	426.7 MB	3.5 GB	5.2 GB	2.6 MB
147	57/5d2822	7663080	preprocess:FastQC (B35_1)	COMPLETED	0	2023-03-14 12:49:36.786	14m 55s	14m 24s	100.6%	375.1 MB	3.5 GB	4.8 GB	2.6 MB
149	c4/e6d1b6	7663085	preprocess:FastQC (B43_1)	COMPLETED	0	2023-03-14 12:52:21.707	12m 11s	12m	100.0%	365.1 MB	3.5 GB	4.5 GB	2.6 MB
23	51/5b7c30	7662562	preprocess:TrimGalore (1154_CTRL)	COMPLETED	0	2023-03-14 12:27:25.300	37m 12s	36m 22s	417.2%	4.2 GB	5.8 GB	247.2 GB	240 GB
7	02/932f93	7662567	preprocess:TrimGalore (1015_TREAT)	COMPLETED	0	2023-03-14 12:27:25.943	37m 23s	37m 4s	412.8%	4.2 GB	5.9 GB	254.3 GB	247 GB
33	37/4cbbdc	7662569	preprocess:TrimGalore (1165_CTRL)	COMPLETED	0	2023-03-14 12:27:26.155	37m 23s	37m 4s	400.0%	4.2 GB	5.8 GB	229.6 GB	223 GB
29	e1/d5cd11	7662571	preprocess:TrimGalore (1159_TREAT)	COMPLETED	0	2023-03-14 12:27:26.384	37m 23s	36m 52s	397.5%	4.2 GB	5.8 GB	226.8 GB	220.2 GB
146	0f/fdd61c	7663084	preprocess:FastQC (B3_1)	COMPLETED	0	2023-03-14 12:51:47.175	13m 22s	12m 37s	100.6%	364.9 MB	3.5 GB	4.2 GB	2.6 MB
11	37/2b5700	7662545	preprocess:TrimGalore (1019_TREAT)	COMPLETED	0	2023-03-14 12:27:23.305	39m 20s	38m 48s	391.8%	4.2 GB	5.8 GB	262.4 GB	254.8 GB
151	d4/9dc497	7663086	preprocess:FastQC (B55_1)	COMPLETED	0	2023-03-14 12:52:36.703	14m 32s	13m 51s	100.4%	361.3 MB	3.5 GB	4.9 GB	2.6 MB
12	3c/9979b7	7662576	preprocess:TrimGalore (1051_CTRL)	COMPLETED	0	2023-03-14 12:27:26.949	39m 50s	39m 2s	417.5%	4.2 GB	5.9 GB	263.3 GB	255.7 GB
141	24/ac9362	7663076	preprocess:FastQC (B24_1)	COMPLETED	0	2023-03-14 12:48:41.630	19m 29s	18m 31s	99.9%	373.6 MB	3.5 GB	6.5 GB	2.6 MB
153	92/53b62b	7663087	preprocess:FastQC (B6_1)	COMPLETED	0	2023-03-14 12:53:11.648	15m 59s	15m 27s	100.3%	364.9 MB	3.5 GB	4.9 GB	2.6 MB
6	1e/c166a3	7662548	preprocess:TrimGalore (1015_CTRL)	COMPLETED	0	2023-03-14 12:27:23.700	41m 57s	41m 22s	389.9%	4.2 GB	5.9 GB	279.4 GB	271.4 GB
53	66/63ed02	7662597	preprocess:TrimGalore (1436_TREAT)	COMPLETED	0	2023-03-14 12:27:29.496	41m 51s	41m 25s	393.6%	4.3 GB	6 GB	282.5 GB	274.4 GB
8	e0/b9cf02	7662559	preprocess:TrimGalore (1019_CTRL)	COMPLETED	0	2023-03-14 12:27:24.952	43m 11s	42m 34s	412.9%	4.2 GB	5.9 GB	264.5 GB	256.9 GB
140	df/167af2	7663075	preprocess:FastQC (B18_1)	COMPLETED	0	2023-03-14 12:48:36.734	22m	21m 51s	100.2%	394.1 MB	3.5 GB	7.2 GB	2.6 MB
94	9e/319d95	7662604	preprocess:TrimGalore (512_CTRL)	COMPLETED	0	2023-03-14 12:27:30.274	50m 45s	20m 15s	407.6%	4 GB	5.6 GB	143.8 GB	139.6 GB
55	20/eb6cca	7662600	preprocess:TrimGalore (1492_TREAT)	COMPLETED	0	2023-03-14 12:27:29.828	54m 55s	25m 24s	410.1%	4.1 GB	5.8 GB	184.5 GB	179.1 GB
59	21/50f3a8	7662606	preprocess:TrimGalore (1648_CTRL)	COMPLETED	0	2023-03-14 12:27:30.486	55m	22m 30s	413.8%	4 GB	5.7 GB	152.6 GB	148.1 GB
54	59/000921	7662599	preprocess:TrimGalore (1492_CTRL)	COMPLETED	0	2023-03-14 12:27:29.720	55m 55s	28m 7s	411.8%	4.1 GB	5.8 GB	198.8 GB	193 GB
57	e2/efcf2e	7662602	preprocess:TrimGalore (1605_CTRL)	COMPLETED	0	2023-03-14 12:27:30.044	57m	26m 52s	389.8%	4.2 GB	5.8 GB	206.3 GB	200.3 GB
61	9a/13520d	7662607	preprocess:TrimGalore (1648_TREAT)	COMPLETED	0	2023-03-14 12:27:30.601	57m 44s	25m 15s	386.9%	4.1 GB	5.8 GB	191.7 GB	186.1 GB
68	99/3f7623	7662614	preprocess:TrimGalore (367_CTRL)	COMPLETED	0	2023-03-14 12:27:31.434	57m 44s	22m 24s	397.3%	4.1 GB	5.7 GB	156.7 GB	152.1 GB
86	c9/7fd3c8	7662630	preprocess:TrimGalore (4958_CTRL)	COMPLETED	0	2023-03-14 12:27:33.331	57m 47s	22m 5s	415.3%	4 GB	5.7 GB	160.7 GB	156.1 GB
58	67/0f777e	7662603	preprocess:TrimGalore (1605_v2)	COMPLETED	0	2023-03-14 12:27:30.166	58m 5s	28m 11s	411.8%	4.2 GB	5.8 GB	197.9 GB	192.2 GB
62	47/d761f5	7662608	preprocess:TrimGalore (218_CTRL)	COMPLETED	0	2023-03-14 12:27:30.708	1h 56s	26m 57s	409.7%	4.1 GB	5.8 GB	194.3 GB	188.7 GB
72	58/ac471d	7662618	preprocess:TrimGalore (464_TREAT)	COMPLETED	0	2023-03-14 12:27:31.878	1h 1m 24s	25m 44s	376.7%	4.1 GB	5.8 GB	167.4 GB	162.5 GB
89	05/f1bbfd	7662633	preprocess:TrimGalore (4969_CTRL)	COMPLETED	0	2023-03-14 12:27:33.684	1h 1m 47s	23m 32s	415.1%	4.1 GB	5.7 GB	157.7 GB	153 GB
91	11/eec4e5	7662638	preprocess:TrimGalore (4969_TREAT)	COMPLETED	0	2023-03-14 12:27:34.259	1h 1m 47s	23m 19s	402.2%	4 GB	5.7 GB	147 GB	142.7 GB
92	ba/18cb8a	7662635	preprocess:TrimGalore (5048_CTRL)	COMPLETED	0	2023-03-14 12:27:33.900	1h 2m 24s	24m 54s	399.9%	4.1 GB	5.8 GB	165.3 GB	160.5 GB
69	a3/b377d1	7662616	preprocess:TrimGalore (367_TREAT)	COMPLETED	0	2023-03-14 12:27:31.657	1h 2m 39s	27m 31s	414.4%	4.2 GB	5.8 GB	185.8 GB	180.4 GB
88	ac/4e6e3d	7662632	preprocess:TrimGalore (4958_TREAT)	COMPLETED	0	2023-03-14 12:27:33.549	1h 2m 37s	25m 8s	405.2%	4.1 GB	5.7 GB	160.7 GB	156 GB
108	0e/3e65f9	7662626	preprocess:TrimGalore (5542_CTRL)	COMPLETED	0	2023-03-14 12:27:32.851	1h 2m 52s	27m 11s	403.0%	4.1 GB	5.7 GB	182 GB	176.7 GB
74	28/28289e	7662621	preprocess:TrimGalore (468_CTRL)	COMPLETED	0	2023-03-14 12:27:32.279	1h 3m 23s	27m 50s	406.6%	4.1 GB	5.7 GB	178.7 GB	173.5 GB
71	74/867138	7662619	preprocess:TrimGalore (464_CTRL)	COMPLETED	0	2023-03-14 12:27:32.007	1h 4m 17s	29m 8s	418.4%	4.2 GB	5.8 GB	207.9 GB	201.9 GB
63	d1/cc404f	7662609	preprocess:TrimGalore (218_v2)	COMPLETED	0	2023-03-14 12:27:30.816	1h 5m 57s	30m 53s	407.0%	4.2 GB	5.8 GB	220.4 GB	214 GB
96	a7/89e757	7662640	preprocess:TrimGalore (5184_CTRL)	COMPLETED	0	2023-03-14 12:27:34.487	1h 6m 8s	26m 5s	408.1%	4.1 GB	5.7 GB	181.9 GB	176.6 GB
99	8e/076988	7662642	preprocess:TrimGalore (531_CTRL)	COMPLETED	0	2023-03-14 12:27:34.702	1h 6m 8s	23m 31s	392.0%	4.1 GB	5.7 GB	159.3 GB	154.6 GB
100	80/a545a0	7662643	preprocess:TrimGalore (531_TREAT)	COMPLETED	0	2023-03-14 12:27:34.840	1h 6m 59s	24m 19s	398.1%	4.1 GB	5.7 GB	166.9 GB	162 GB
95	7d/222c79	7662639	preprocess:TrimGalore (512_TREAT)	COMPLETED	0	2023-03-14 12:27:34.379	1h 8m 37s	29m 17s	415.1%	4.2 GB	5.8 GB	211.4 GB	205.2 GB
98	dc/d7ab93	7663040	preprocess:TrimGalore (5184_TREAT)	COMPLETED	0	2023-03-14 12:37:31.795	58m 40s	25m 8s	413.0%	4.1 GB	5.7 GB	158.2 GB	153.5 GB
163	23/627c27	7663098	alignment:STAR (1224_CTRL)	COMPLETED	0	2023-03-14 12:57:37.185	45m 3s	37m 17s	568.4%	36 GB	38.2 GB	119.4 GB	35.9 GB
106	b6/d4b6b6	7663047	preprocess:TrimGalore (5407_TREAT)	COMPLETED	0	2023-03-14 12:42:26.805	1h 1m 28s	20m 50s	419.2%	4 GB	5.6 GB	141.9 GB	137.8 GB
132	40/7b89f8	7663070	preprocess:TrimGalore (7_CTRL)	COMPLETED	0	2023-03-14 12:47:36.807	58m 24s	15m 23s	414.1%	3.6 GB	5.2 GB	104.6 GB	101.4 GB
166	c7/680018	7663099	alignment:STAR (1426_CTRL)	COMPLETED	0	2023-03-14 12:57:37.652	48m 23s	40m 16s	585.5%	36 GB	38.2 GB	126.6 GB	37.9 GB
124	73/7df5e5	7663060	preprocess:TrimGalore (59_TREAT)	COMPLETED	0	2023-03-14 12:44:37.315	1h 1m 33s	20m 10s	400.1%	4 GB	5.7 GB	155 GB	150.5 GB
