task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
36	e4/c0721c	6582577	fastqc (Sample_117)	COMPLETED	0	2023-02-15 10:48:14.927	34m 59s	34m 3s	98.2%	372.8 MB	3.5 GB	10.8 GB	2.6 MB
2	b9/69f207	6582591	fastqc (Sample_100)	COMPLETED	0	2023-02-15 10:48:16.340	35m 12s	34m 51s	100.2%	354.3 MB	3.5 GB	11.8 GB	2.6 MB
35	d8/3236c5	6582607	fastqc (Sample_116)	COMPLETED	0	2023-02-15 10:48:18.299	35m 10s	34m 29s	100.0%	414.4 MB	3.5 GB	11.8 GB	2.6 MB
105	2e/e2ba9c	6582665	fastqc (Sample_1)	COMPLETED	0	2023-02-15 10:48:25.232	35m 4s	34m 44s	100.5%	389.5 MB	3.5 GB	11.2 GB	2.6 MB
49	19/c88ff1	6582638	fastqc (Sample_125)	COMPLETED	0	2023-02-15 10:48:22.040	35m 17s	34m 43s	98.7%	374.9 MB	3.5 GB	11.2 GB	2.6 MB
94	2f/fec349	6582651	fastqc (Sample_13)	COMPLETED	0	2023-02-15 10:48:23.472	35m 30s	34m 27s	99.4%	493.6 MB	3.5 GB	11 GB	2.6 MB
95	2a/6ae4f5	6582652	fastqc (Sample_14)	COMPLETED	0	2023-02-15 10:48:23.573	35m 30s	34m 34s	98.3%	414.7 MB	3.5 GB	10.8 GB	2.6 MB
7	72/66b6b7	6582582	fastqc (Sample_106)	COMPLETED	0	2023-02-15 10:48:15.399	36m 3s	35m 28s	98.1%	377.9 MB	3.5 GB	11.2 GB	2.6 MB
6	57/fc9c3c	6582587	fastqc (Sample_104)	COMPLETED	0	2023-02-15 10:48:15.835	36m 3s	35m 4s	98.0%	420.8 MB	3.5 GB	11.3 GB	2.6 MB
12	56/1a8d85	6582592	fastqc (Sample_10)	COMPLETED	0	2023-02-15 10:48:16.465	36m 12s	35m 23s	99.8%	345.2 MB	3.5 GB	11.8 GB	2.6 MB
4	ca/3eaaad	6582573	fastqc (Sample_102)	COMPLETED	0	2023-02-15 10:48:14.325	36m 49s	36m 16s	99.7%	378.5 MB	3.5 GB	11.3 GB	2.6 MB
48	c8/54f2a3	6582616	fastqc (Sample_124)	COMPLETED	0	2023-02-15 10:48:19.345	37m 19s	36m 34s	98.5%	360.4 MB	3.5 GB	12.4 GB	2.6 MB
111	12/ee03fe	6582661	fastqc (Sample_22)	COMPLETED	0	2023-02-15 10:48:24.657	37m 34s	37m 27s	99.3%	359.1 MB	3.5 GB	12.3 GB	2.6 MB
5	2d/83ae96	6582574	fastqc (Sample_103)	COMPLETED	0	2023-02-15 10:48:14.555	37m 54s	37m 32s	99.7%	363.7 MB	3.5 GB	12.2 GB	2.6 MB
17	65/c83d2a	6582578	fastqc (Sample_114)	COMPLETED	0	2023-02-15 10:48:15.074	38m 9s	38m 1s	99.2%	406.4 MB	3.5 GB	12.2 GB	2.6 MB
43	d2/8df798	6582615	fastqc (Sample_120)	COMPLETED	0	2023-02-15 10:48:19.237	38m 9s	37m 46s	99.3%	375.2 MB	3.5 GB	12.2 GB	2.6 MB
90	90/d366df	6582636	fastqc (Sample_139)	COMPLETED	0	2023-02-15 10:48:21.753	38m 22s	37m 49s	98.9%	537.6 MB	3.5 GB	11.9 GB	2.6 MB
108	02/3d794a	6582658	fastqc (Sample_20)	COMPLETED	0	2023-02-15 10:48:24.327	38m 34s	37m 52s	100.2%	363.5 MB	3.5 GB	12.4 GB	2.6 MB
38	3e/e86004	6582609	fastqc (Sample_118)	COMPLETED	0	2023-02-15 10:48:18.534	41m 20s	40m 34s	99.7%	358 MB	3.5 GB	14.1 GB	2.6 MB
39	62/15814a	6582610	fastqc (Sample_119)	COMPLETED	0	2023-02-15 10:48:18.638	41m 20s	40m 34s	99.4%	419.9 MB	3.5 GB	13.8 GB	2.6 MB
82	cd/dbadf1	6582655	fastqc (Sample_137)	COMPLETED	0	2023-02-15 10:48:23.988	42m 40s	42m 24s	99.5%	509.4 MB	3.5 GB	14.1 GB	2.6 MB
32	d0/0ca47b	6582602	trim_galore (Sample_113)	COMPLETED	0	2023-02-15 10:48:17.745	43m 11s	42m 30s	373.8%	4.2 GB	5.9 GB	326.9 GB	317.7 GB
3	6c/e26898	6582594	fastqc (Sample_101)	COMPLETED	0	2023-02-15 10:48:16.806	43m 22s	43m 10s	99.9%	375.2 MB	3.5 GB	15 GB	2.6 MB
9	9b/525226	6582584	fastqc (Sample_107)	COMPLETED	0	2023-02-15 10:48:15.549	44m 14s	43m 35s	99.1%	380.7 MB	3.5 GB	14.4 GB	2.6 MB
28	ff/e18114	6582583	trim_galore (Sample_109)	COMPLETED	0	2023-02-15 10:48:15.471	44m 19s	44m 12s	388.9%	4.2 GB	5.9 GB	315.5 GB	306.6 GB
24	ac/bc4b6c	6582598	trim_galore (Sample_105)	COMPLETED	0	2023-02-15 10:48:17.246	45m 16s	44m 27s	375.7%	4.2 GB	5.9 GB	328.7 GB	319.4 GB
42	48/ec5d62	6582619	fastqc (Sample_11)	COMPLETED	0	2023-02-15 10:48:19.679	46m 14s	45m 29s	98.6%	369.8 MB	3.5 GB	15.8 GB	2.6 MB
54	f6/b7e647	6582648	fastqc (Sample_129)	COMPLETED	0	2023-02-15 10:48:23.125	46m 34s	45m 45s	99.2%	405.5 MB	3.5 GB	15.4 GB	2.6 MB
29	45/cd16ee	6582576	trim_galore (Sample_110)	COMPLETED	0	2023-02-15 10:48:14.756	47m 18s	46m 41s	405.2%	4.2 GB	5.9 GB	319.6 GB	310.5 GB
71	c2/245df5	6582632	fastqc (Sample_131)	COMPLETED	0	2023-02-15 10:48:21.268	48m 34s	47m 45s	99.0%	411.9 MB	3.5 GB	16.1 GB	2.6 MB
30	e4/7a4fd9	6582596	trim_galore (Sample_111)	COMPLETED	0	2023-02-15 10:48:17.025	49m 18s	48m 57s	404.3%	4.2 GB	5.8 GB	337 GB	327.5 GB
37	d0/ab3ecc	6582608	trim_galore (Sample_115)	COMPLETED	0	2023-02-15 10:48:18.423	49m 17s	48m 29s	375.8%	4.2 GB	5.9 GB	348.6 GB	338.8 GB
99	c7/98310c	6582675	fastqc (Sample_17)	COMPLETED	0	2023-02-15 11:11:18.710	27m 45s	27m 37s	100.4%	385.4 MB	3.5 GB	9.2 GB	2.6 MB
114	79/e24a18	6582687	fastqc (Sample_25)	COMPLETED	0	2023-02-15 11:18:18.869	21m 46s	21m 26s	99.9%	359.2 MB	3.5 GB	7.6 GB	2.6 MB
115	8d/7246b4	6582680	fastqc (Sample_26)	COMPLETED	0	2023-02-15 11:15:33.733	26m 31s	25m 35s	99.8%	357.5 MB	3.5 GB	9.1 GB	2.6 MB
146	8c/bbe7de	6582693	fastqc (Sample_40)	COMPLETED	0	2023-02-15 11:20:18.764	22m 16s	21m 46s	100.0%	344.2 MB	3.5 GB	7.6 GB	2.7 MB
31	06/2bb941	6582601	trim_galore (Sample_112)	COMPLETED	0	2023-02-15 10:48:17.634	55m 22s	55m 13s	399.5%	4.2 GB	5.9 GB	353.3 GB	343.4 GB
21	28/c7e4fc	6582604	trim_galore (Sample_104)	COMPLETED	0	2023-02-15 10:48:17.955	56m 33s	56m 26s	382.7%	4.2 GB	5.9 GB	406.8 GB	395.4 GB
23	b3/15e353	6582603	trim_galore (Sample_100)	COMPLETED	0	2023-02-15 10:48:17.853	57m 25s	56m 32s	370.2%	4.3 GB	5.9 GB	426.5 GB	414.5 GB
27	4c/5b4e8c	6582605	trim_galore (Sample_10)	COMPLETED	0	2023-02-15 10:48:18.065	57m 25s	56m 31s	393.1%	4.3 GB	5.9 GB	429.3 GB	417.4 GB
118	5a/46b16b	6582689	fastqc (Sample_27)	COMPLETED	0	2023-02-15 11:18:43.736	27m 2s	26m 30s	100.0%	366.9 MB	3.5 GB	8.2 GB	2.7 MB
33	7f/c2dd1f	6582597	trim_galore (Sample_114)	COMPLETED	0	2023-02-15 10:48:17.133	58m 24s	57m 47s	383.8%	4.3 GB	5.9 GB	442 GB	429.7 GB
119	96/aac9eb	6582683	fastqc (Sample_28)	COMPLETED	0	2023-02-15 11:17:29.163	29m 13s	28m 53s	100.4%	372.3 MB	3.5 GB	9 GB	2.6 MB
121	45/c66989	6582684	fastqc (Sample_30)	COMPLETED	0	2023-02-15 11:17:33.730	29m 9s	28m 38s	100.1%	358.9 MB	3.5 GB	10.1 GB	2.6 MB
101	ba/31529f	6582686	fastqc (Sample_18)	COMPLETED	0	2023-02-15 11:18:18.750	28m 39s	28m 23s	98.3%	422.2 MB	3.5 GB	8.8 GB	2.6 MB
25	20/4e8c7a	6582580	trim_galore (Sample_108)	COMPLETED	0	2023-02-15 10:48:15.236	59m 29s	58m 37s	399.4%	4.2 GB	5.9 GB	396 GB	384.9 GB
18	e5/8db1e2	6582595	trim_galore (Sample_102)	COMPLETED	0	2023-02-15 10:48:16.922	1h 41s	59m 28s	408.7%	4.2 GB	5.9 GB	407.1 GB	395.8 GB
137	e7/2956aa	6582702	fastqc (Sample_37)	COMPLETED	0	2023-02-15 11:23:28.882	25m 30s	24m 16s	100.3%	369.7 MB	3.5 GB	7.7 GB	2.6 MB
102	69/508e76	6582700	fastqc (Sample_19)	COMPLETED	0	2023-02-15 11:23:13.762	26m 6s	25m 57s	99.9%	363.6 MB	3.5 GB	8.7 GB	2.6 MB
142	00/3d835e	6582713	fastqc (Sample_39)	COMPLETED	0	2023-02-15 11:26:08.766	25m 54s	25m 3s	100.4%	360.8 MB	3.5 GB	7.9 GB	2.6 MB
20	70/8ff101	6582579	trim_galore (Sample_103)	COMPLETED	0	2023-02-15 10:48:15.160	1h 4m 48s	1h 4m 31s	404.0%	4.2 GB	5.9 GB	437.1 GB	424.8 GB
22	3a/7dd03a	6582600	trim_galore (Sample_106)	COMPLETED	0	2023-02-15 10:48:17.514	1h 4m 46s	1h 4m 12s	388.6%	4.3 GB	5.9 GB	404.6 GB	393.2 GB
124	c9/18a389	6582707	fastqc (Sample_32)	COMPLETED	0	2023-02-15 11:24:18.769	33m	32m 42s	99.1%	353.1 MB	3.5 GB	11.1 GB	2.7 MB
154	c1/25fa91	6582706	fastqc (Sample_45)	COMPLETED	0	2023-02-15 11:23:53.995	34m	33m 39s	100.3%	357.1 MB	3.5 GB	11.1 GB	2.6 MB
130	4a/f2dc90	6582716	fastqc (Sample_34)	COMPLETED	0	2023-02-15 11:26:28.850	31m 55s	31m 30s	98.8%	364.5 MB	3.5 GB	10.5 GB	2.6 MB
155	79/f6b97a	6582696	fastqc (Sample_46)	COMPLETED	0	2023-02-15 11:21:48.902	36m 45s	36m 30s	99.4%	357.5 MB	3.5 GB	12.6 GB	2.6 MB
128	94/635d04	6582715	fastqc (Sample_33)	COMPLETED	0	2023-02-15 11:26:23.945	33m 30s	33m 11s	98.7%	344.8 MB	3.5 GB	10.9 GB	2.7 MB
44	4c/3adca9	6582611	trim_galore (Sample_118)	COMPLETED	0	2023-02-15 10:48:18.748	1h 11m 50s	1h 11m 28s	376.6%	4.4 GB	6.1 GB	509.3 GB	495.1 GB
157	a1/fd5be5	6582698	fastqc (Sample_47)	COMPLETED	0	2023-02-15 11:22:28.933	38m 57s	38m 4s	100.0%	355.3 MB	3.5 GB	11.7 GB	2.6 MB
141	37/ecc01e	6582720	fastqc (Sample_38)	COMPLETED	0	2023-02-15 11:29:38.951	34m 2s	33m 53s	100.3%	377.7 MB	3.5 GB	10.3 GB	2.6 MB
123	4a/ef5dda	6582701	fastqc (Sample_31)	COMPLETED	0	2023-02-15 11:23:28.745	41m 7s	40m 24s	100.1%	385.2 MB	3.5 GB	12.6 GB	2.7 MB
26	71/ddab15	6582590	trim_galore (Sample_107)	COMPLETED	0	2023-02-15 10:48:16.168	1h 16m 55s	1h 16m 3s	409.7%	4.3 GB	5.9 GB	518.4 GB	503.9 GB
62	a1/5a9db0	6582622	trim_galore (Sample_123)	COMPLETED	0	2023-02-15 10:48:20.037	1h 17m 11s	32m 22s	375.8%	4.2 GB	5.8 GB	247.6 GB	240.6 GB
159	97/679f0c	6582703	fastqc (Sample_48)	COMPLETED	0	2023-02-15 11:23:29.016	42m 7s	41m 55s	100.4%	378.3 MB	3.5 GB	12.9 GB	2.6 MB
149	b6/1db22e	6582722	fastqc (Sample_42)	COMPLETED	0	2023-02-15 11:31:03.829	36m 40s	36m 6s	99.9%	379 MB	3.5 GB	12.4 GB	2.7 MB
151	d4/d5620b	6582723	fastqc (Sample_43)	COMPLETED	0	2023-02-15 11:31:28.833	36m 50s	36m 39s	99.8%	364.1 MB	3.5 GB	12.9 GB	2.6 MB
110	49/30a23b	6582692	fastqc (Sample_21)	COMPLETED	0	2023-02-15 11:19:48.785	50m 55s	50m 3s	99.7%	359.2 MB	3.5 GB	15 GB	2.6 MB
77	2b/ea09fd	6582617	trim_galore (Sample_133)	COMPLETED	0	2023-02-15 10:48:19.451	1h 22m 40s	47m 4s	376.7%	4.3 GB	5.9 GB	360.1 GB	349.9 GB
19	2e/b59233	6582599	trim_galore (Sample_101)	COMPLETED	0	2023-02-15 10:48:17.377	1h 23m 47s	1h 23m 4s	398.2%	4.3 GB	5.9 GB	536.6 GB	521.5 GB
167	ba/524570	6582737	fastqc (Sample_53)	COMPLETED	0	2023-02-15 11:42:05.309	31m 28s	31m 18s	99.5%	420 MB	3.5 GB	10.8 GB	2.6 MB
148	c7/5d3a0b	6582726	fastqc (Sample_41)	COMPLETED	0	2023-02-15 11:32:35.849	41m 58s	41m 26s	99.7%	366.5 MB	3.5 GB	13.7 GB	2.6 MB
145	0f/64c3ee	6582719	fastqc (Sample_3)	COMPLETED	0	2023-02-15 11:29:38.787	45m 45s	45m 8s	100.4%	371.4 MB	3.5 GB	13.6 GB	2.6 MB
162	f8/479b86	6582738	fastqc (Sample_51)	COMPLETED	0	2023-02-15 11:42:35.397	33m 3s	32m 51s	99.4%	412 MB	3.5 GB	11.3 GB	2.7 MB
66	b2/bb14ef	6582626	trim_galore (Sample_127)	COMPLETED	0	2023-02-15 10:48:20.613	1h 29m 33s	39m 23s	410.8%	4.2 GB	5.8 GB	269.6 GB	262 GB
134	64/4c9950	6582730	fastqc (Sample_36)	COMPLETED	0	2023-02-15 11:35:00.297	43m 38s	43m 32s	99.1%	379.5 MB	3.5 GB	14.3 GB	2.7 MB
165	dc/6be791	6582739	fastqc (Sample_50)	COMPLETED	0	2023-02-15 11:43:40.251	35m 4s	34m 52s	99.0%	351.4 MB	3.5 GB	10.9 GB	2.6 MB
120	44/e42417	6582690	fastqc (Sample_2)	COMPLETED	0	2023-02-15 11:18:43.870	1h 5s	59m 45s	99.7%	356.6 MB	3.5 GB	18.2 GB	2.6 MB
197	2e/2f5030	6582763	fastqc (Sample_65)	COMPLETED	0	2023-02-15 11:45:43.397	34m 10s	33m 56s	99.2%	401.8 MB	3.5 GB	11.4 GB	2.7 MB
67	f5/932a44	6582629	trim_galore (Sample_128)	COMPLETED	0	2023-02-15 10:48:20.906	1h 33m 13s	36m 14s	373.5%	4.2 GB	5.8 GB	273 GB	265.3 GB
161	33/93721e	6582740	fastqc (Sample_4)	COMPLETED	0	2023-02-15 11:44:52.843	38m 1s	37m 45s	97.0%	364.7 MB	3.5 GB	12.1 GB	2.6 MB
65	46/c1e8e5	6582624	trim_galore (Sample_126)	COMPLETED	0	2023-02-15 10:48:20.309	1h 36m 3s	48m 3s	399.4%	4.2 GB	5.9 GB	324.5 GB	315.4 GB
133	39/983fd8	6582679	fastqc (Sample_35)	COMPLETED	0	2023-02-15 11:14:33.815	1h 11m 31s	1h 10m 48s	100.0%	384.7 MB	3.5 GB	8.4 GB	2.6 MB
152	c7/3ccb4a	6582773	fastqc (Sample_44)	COMPLETED	0	2023-02-15 11:49:02.456	37m 3s	36m 30s	96.1%	409.7 MB	3.5 GB	11.6 GB	2.6 MB
57	d3/b20a81	6582620	trim_galore (Sample_120)	COMPLETED	0	2023-02-15 10:48:19.786	1h 37m 59s	55m 1s	378.2%	4.3 GB	5.9 GB	444.8 GB	432.5 GB
76	1e/4dfb54	6582637	trim_galore (Sample_132)	COMPLETED	0	2023-02-15 10:48:21.898	1h 40m 47s	42m 24s	382.4%	4.2 GB	5.9 GB	326.9 GB	317.6 GB
198	7e/45b405	6582767	fastqc (Sample_66)	COMPLETED	0	2023-02-15 11:46:49.790	42m 20s	41m 30s	99.1%	392.1 MB	3.5 GB	14.3 GB	2.6 MB
174	d7/e3de0d	6582778	fastqc (Sample_55)	COMPLETED	0	2023-02-15 11:53:03.560	36m 30s	36m 12s	93.6%	370.4 MB	3.5 GB	11.6 GB	2.6 MB
168	ae/9a6187	6582765	fastqc (Sample_54)	COMPLETED	0	2023-02-15 11:45:46.219	44m 24s	43m 49s	98.7%	367 MB	3.5 GB	14.6 GB	2.7 MB
175	65/4f3640	6582780	fastqc (Sample_56)	COMPLETED	0	2023-02-15 11:57:18.705	33m 17s	33m 3s	91.9%	371.4 MB	3.5 GB	10.8 GB	2.6 MB
63	f6/77d6a3	6582623	trim_galore (Sample_124)	COMPLETED	0	2023-02-15 10:48:20.191	1h 42m 51s	57m 40s	381.5%	4.3 GB	6 GB	450.4 GB	437.9 GB
179	c6/bb01ee	6582783	fastqc (Sample_58)	COMPLETED	0	2023-02-15 11:58:33.764	33m 40s	33m 7s	98.5%	354.2 MB	3.5 GB	11.5 GB	2.6 MB
163	82/8f5c52	6582776	fastqc (Sample_52)	COMPLETED	0	2023-02-15 11:52:03.288	41m 12s	40m 54s	93.1%	384.3 MB	3.5 GB	13.4 GB	2.7 MB
64	d9/9b1bfa	6582625	trim_galore (Sample_125)	COMPLETED	0	2023-02-15 10:48:20.503	1h 45m 25s	55m 49s	380.0%	4.3 GB	5.9 GB	401 GB	389.8 GB
207	7e/dfa013	6582782	fastqc (Sample_6)	COMPLETED	0	2023-02-15 11:58:23.689	35m 22s	35m 3s	99.9%	407.4 MB	3.5 GB	11.1 GB	2.6 MB
80	bd/35ebfa	6582641	trim_galore (Sample_134)	COMPLETED	0	2023-02-15 10:48:22.361	1h 45m 43s	45m 11s	407.2%	4.2 GB	5.9 GB	310.8 GB	301.9 GB
70	4f/a170df	6582633	trim_galore (Sample_12)	COMPLETED	0	2023-02-15 10:48:21.375	1h 47m 2s	49m 31s	383.5%	4.3 GB	5.9 GB	381.7 GB	371 GB
188	4c/61ea03	6582789	fastqc (Sample_62)	COMPLETED	0	2023-02-15 12:03:40.936	32m 12s	31m 58s	98.9%	349.5 MB	3.5 GB	10.7 GB	2.7 MB
176	f7/96e807	6582793	fastqc (Sample_57)	COMPLETED	0	2023-02-15 12:05:38.357	30m 44s	30m 24s	93.3%	363.3 MB	3.5 GB	9.8 GB	2.7 MB
196	04/685d11	6582792	fastqc (Sample_64)	COMPLETED	0	2023-02-15 12:05:36.588	34m 36s	34m 31s	98.6%	362.9 MB	3.5 GB	12 GB	2.7 MB
182	2c/f0b856	6582786	fastqc (Sample_60)	COMPLETED	0	2023-02-15 12:00:09.046	41m 3s	40m 29s	98.8%	370.1 MB	3.5 GB	11.4 GB	2.7 MB
195	04/786360	6582791	fastqc (Sample_63)	COMPLETED	0	2023-02-15 12:05:11.256	40m 16s	39m 31s	99.4%	378.1 MB	3.5 GB	13.3 GB	2.7 MB
201	8c/8a2772	6582796	fastqc (Sample_68)	COMPLETED	0	2023-02-15 12:10:44.829	35m 3s	34m 18s	98.8%	365.2 MB	3.5 GB	11.7 GB	2.7 MB
61	d1/fc0028	6582650	trim_galore (Sample_122)	COMPLETED	0	2023-02-15 10:48:23.369	1h 59m 39s	42m 28s	395.2%	4.2 GB	5.8 GB	284.5 GB	276.4 GB
74	6e/910c5e	6582653	trim_galore (Sample_130)	COMPLETED	0	2023-02-15 10:48:23.725	1h 59m 49s	42m 9s	360.1%	4.2 GB	5.9 GB	307.3 GB	298.6 GB
199	39/715ef7	6582800	fastqc (Sample_67)	COMPLETED	0	2023-02-15 12:14:35.896	33m 48s	32m 58s	99.6%	377.9 MB	3.5 GB	11 GB	2.6 MB
91	2a/c850ce	6582644	trim_galore (Sample_14)	COMPLETED	0	2023-02-15 10:48:22.689	2h 2m 4s	56m 7s	405.4%	4.2 GB	5.9 GB	390.9 GB	380 GB
216	c6/82e4ed	6582807	fastqc (Sample_74)	COMPLETED	0	2023-02-15 12:18:44.879	32m 1s	31m 46s	99.4%	365.5 MB	3.5 GB	10.2 GB	2.7 MB
218	a7/02e217	6582808	fastqc (Sample_75)	COMPLETED	0	2023-02-15 12:18:49.722	32m 58s	32m 50s	99.5%	356.8 MB	3.5 GB	10.7 GB	2.6 MB
89	d6/f89393	6582643	trim_galore (Sample_13)	COMPLETED	0	2023-02-15 10:48:22.579	2h 4m 30s	59m 41s	395.9%	4.2 GB	5.9 GB	397.8 GB	386.7 GB
220	b9/36f439	6582810	fastqc (Sample_76)	COMPLETED	0	2023-02-15 12:21:34.274	32m 35s	32m 29s	99.4%	374.4 MB	3.5 GB	11.2 GB	2.6 MB
59	d0/41c9af	6582613	trim_galore (Sample_121)	COMPLETED	0	2023-02-15 10:48:19.023	2h 6m 46s	2h 6m 9s	434.6%	4.2 GB	5.9 GB	362.4 GB	352.3 GB
185	85/48ec1c	6582801	fastqc (Sample_61)	COMPLETED	0	2023-02-15 12:15:25.162	39m 49s	39m 1s	100.2%	376.8 MB	3.5 GB	11.5 GB	2.7 MB
87	7c/fbe219	6582663	trim_galore (Sample_138)	COMPLETED	0	2023-02-15 10:48:24.893	2h 9m 5s	35m 5s	329.9%	4.2 GB	5.8 GB	244.4 GB	237.4 GB
86	ea/735c34	6582628	trim_galore (Sample_137)	COMPLETED	0	2023-02-15 10:48:20.830	2h 11m 59s	1h 16m 24s	387.1%	4.4 GB	6 GB	517.9 GB	503.7 GB
51	b0/2c6511	6582640	trim_galore (Sample_119)	COMPLETED	0	2023-02-15 10:48:22.254	2h 12m 22s	1h 13m 12s	401.3%	4.3 GB	5.9 GB	497.5 GB	483.7 GB
83	32/4e2c8a	6582662	trim_galore (Sample_135)	COMPLETED	0	2023-02-15 10:48:24.776	2h 14m 14s	44m 10s	385.0%	4.2 GB	5.8 GB	279.4 GB	271.5 GB
203	a6/a85e06	6582797	fastqc (Sample_69)	COMPLETED	0	2023-02-15 12:10:59.401	51m 41s	51m 6s	98.8%	364.9 MB	3.5 GB	18.1 GB	2.6 MB
68	04/872d29	6582630	trim_galore (Sample_129)	COMPLETED	0	2023-02-15 10:48:20.996	2h 14m 52s	1h 17m 20s	366.9%	4.5 GB	6.1 GB	558.9 GB	543.4 GB
